customer_id,total_value,successful_actions,failed_actions,support_tickets,refunds_or_cancellations,avg_frequency,feature_diversity,value_score,effort_score,net_contribution,segment
2032,1272.59,12,2,1,1,1.36,6,27.7,26.0,1.7,Growth Potential
2033,2454.33,16,2,0,0,5.58,5,53.74,8.0,45.74,Champion
2034,2193.99,13,6,2,0,4.95,6,47.55,44.0,3.55,Growth Potential
2035,717.6,12,3,3,1,0.9,6,15.88,50.0,-34.12,Drainer
2036,1302.3,13,2,3,1,2.1,6,28.55,46.0,-17.45,Growth Potential
2037,959.71,15,2,1,0,5.46,3,21.68,18.0,3.68,Growth Potential
2038,1087.55,11,3,2,0,3.09,4,23.55,32.0,-8.45,Growth Potential
2039,839.0,11,3,2,0,6.79,2,18.25,32.0,-13.75,Growth Potential
2040,1465.86,12,3,0,1,1.58,6,31.82,20.0,11.82,Growth Potential
2041,1700.84,13,1,2,0,4.62,5,37.04,24.0,13.04,Growth Potential
2042,2239.73,16,2,0,0,1.44,6,49.16,8.0,41.16,Growth Potential
2043,920.87,9,3,1,2,3.43,8,19.57,38.0,-18.43,Growth Potential
2044,983.44,9,1,1,1,1.12,11,20.9,22.0,-1.1,Growth Potential
2045,2330.48,14,4,2,1,5.15,7,50.67,44.0,6.67,Champion
2046,1527.3,13,4,0,1,3.93,11,33.34,24.0,9.34,Growth Potential
2047,1200.71,7,6,2,2,2.91,9,25.11,60.0,-34.89,Drainer
2048,1966.61,17,3,1,1,11.41,4,43.56,30.0,13.56,Growth Potential
2049,1091.74,14,3,1,1,6.92,7,24.28,30.0,-5.72,Growth Potential
2050,695.5,6,3,0,1,1.67,4,14.13,20.0,-5.87,Growth Potential
2051,1202.86,11,1,3,0,7.9,6,26.01,34.0,-7.99,Growth Potential
2052,2352.88,20,2,2,0,8.69,10,52.43,28.0,24.43,Champion
2053,1227.22,10,3,1,1,4.05,1,26.31,30.0,-3.69,Growth Potential
2054,1168.25,10,3,2,1,0.22,6,25.05,40.0,-14.95,Growth Potential
2055,1220.13,14,1,2,2,3.41,5,27.01,40.0,-12.99,Growth Potential
2056,1132.9,15,4,0,0,3.18,5,25.37,16.0,9.37,Growth Potential
2057,781.95,10,1,2,0,1.8,4,16.82,24.0,-7.18,Growth Potential
2058,731.58,12,2,2,0,0.58,3,16.18,28.0,-11.82,Growth Potential
2059,1030.8,8,3,2,0,1.67,4,21.7,32.0,-10.3,Growth Potential
2060,1937.57,11,3,1,0,4.93,10,41.66,22.0,19.66,Growth Potential
2061,1693.95,14,2,2,0,5.57,6,37.11,28.0,9.11,Growth Potential
2062,1468.43,13,5,1,0,0.78,11,32.09,30.0,2.09,Growth Potential
2063,1279.74,14,3,1,0,5.29,2,28.28,22.0,6.28,Growth Potential
2064,1082.23,13,8,2,1,3.04,2,23.86,60.0,-36.14,Drainer
2065,808.7,9,1,3,0,2.85,1,17.18,34.0,-16.82,Growth Potential
2066,1085.5,12,2,3,0,19.0,2,23.72,38.0,-14.28,Growth Potential
2067,566.53,6,2,2,0,5.43,1,11.38,28.0,-16.62,Growth Potential
2068,919.06,10,2,1,0,4.69,8,19.75,18.0,1.75,Growth Potential
2069,1214.29,12,3,1,1,8.72,6,26.46,30.0,-3.54,Growth Potential
2070,1100.69,10,6,0,2,4.58,2,23.62,40.0,-16.38,Growth Potential
2071,629.54,9,4,0,0,2.92,11,13.36,16.0,-2.64,Growth Potential
2072,2427.17,14,9,3,1,0.4,5,52.73,74.0,-21.27,High Value - High Effort
2073,1199.63,11,2,2,2,3.19,7,25.94,44.0,-18.06,Growth Potential
2074,2089.52,15,5,0,0,6.42,10,45.75,20.0,25.75,Growth Potential
2075,785.42,5,1,0,0,1.73,10,15.83,4.0,11.83,Growth Potential
2076,1340.56,9,3,1,0,1.44,7,28.51,22.0,6.51,Growth Potential
2077,2129.85,16,4,0,2,1.14,4,46.82,32.0,14.82,Growth Potential
2078,1933.18,14,2,3,1,3.34,8,42.21,46.0,-3.79,Growth Potential
2079,1267.8,10,2,0,0,6.48,3,27.18,8.0,19.18,Growth Potential
2080,1489.59,15,4,0,1,1.22,7,32.97,24.0,8.97,Growth Potential
2081,3375.14,16,2,0,0,3.79,4,73.36,8.0,65.36,Champion
2082,1776.94,11,3,0,0,5.0,7,38.24,12.0,26.24,Growth Potential
2083,1116.45,9,2,0,0,2.16,10,23.74,8.0,15.74,Growth Potential
2084,840.29,8,5,1,0,3.33,6,17.64,30.0,-12.36,Growth Potential
2085,1812.3,13,3,2,1,8.05,7,39.42,40.0,-0.58,Growth Potential
2086,1140.08,12,0,1,0,1.74,1,24.88,10.0,14.88,Growth Potential
2087,1095.4,13,2,0,1,6.14,9,24.14,16.0,8.14,Growth Potential
2088,1600.11,12,6,1,1,3.17,10,34.68,42.0,-7.32,Growth Potential
2089,1067.19,9,4,0,1,0.58,6,22.69,24.0,-1.31,Growth Potential
2090,956.79,10,6,1,0,4.31,5,20.55,34.0,-13.45,Growth Potential
2091,2114.47,12,2,1,1,1.38,4,45.64,26.0,19.64,Growth Potential
2092,1142.81,9,5,1,2,1.77,10,24.3,46.0,-21.7,Growth Potential
2093,1025.1,7,3,1,2,2.75,11,21.37,38.0,-16.63,Growth Potential
2094,2671.97,15,1,1,0,5.72,8,58.16,14.0,44.16,Champion
2095,790.12,7,0,0,0,11.36,11,16.36,0.0,16.36,Growth Potential
2096,2516.4,16,1,1,1,3.21,6,55.06,22.0,33.06,Champion
2097,1835.94,13,3,1,0,2.48,5,39.92,22.0,17.92,Growth Potential
2098,1180.93,12,5,0,1,6.78,11,25.75,28.0,-2.25,Growth Potential
2099,1527.59,13,4,0,0,6.32,4,33.35,16.0,17.35,Growth Potential
2100,1470.13,11,6,0,0,5.74,10,31.7,24.0,7.7,Growth Potential
2101,1582.37,12,3,0,0,4.17,1,34.3,12.0,22.3,Growth Potential
2102,1666.32,14,3,0,1,2.54,8,36.52,20.0,16.52,Growth Potential
2103,1187.55,8,3,1,0,6.22,1,25.04,22.0,3.04,Growth Potential
2104,539.79,8,4,1,1,2.56,5,11.24,34.0,-22.76,Growth Potential
2105,1882.45,12,6,2,0,6.36,11,40.7,44.0,-3.3,Growth Potential
2106,1017.57,7,3,3,1,0.71,7,21.2,50.0,-28.8,Drainer
2107,1843.61,13,4,1,1,0.13,9,40.08,34.0,6.08,Growth Potential
2108,650.14,7,1,1,1,3.14,11,13.38,22.0,-8.62,Growth Potential
2109,1095.87,9,5,2,0,2.91,9,23.3,40.0,-16.7,Growth Potential
2110,922.84,9,1,0,0,4.43,4,19.61,4.0,15.61,Growth Potential
2111,1518.51,19,7,0,1,0.32,9,34.44,36.0,-1.56,Growth Potential
2112,1059.58,7,0,0,1,6.07,11,22.1,8.0,14.1,Growth Potential
2113,1290.28,9,1,1,1,2.85,7,27.44,22.0,5.44,Growth Potential
2114,1192.17,9,2,2,1,0.09,11,25.35,36.0,-10.65,Growth Potential
2115,1712.69,18,6,3,0,7.38,11,38.36,54.0,-15.64,Drainer
2116,1391.23,14,3,2,2,5.83,8,30.66,48.0,-17.34,Growth Potential
2117,3549.7,24,1,0,1,2.86,5,78.78,12.0,66.78,Champion
2118,1735.86,14,6,0,2,3.46,6,38.0,40.0,-2.0,Growth Potential
2119,3364.95,18,3,0,2,7.06,8,73.57,28.0,45.57,Champion
2120,1149.92,12,1,0,2,0.48,8,25.09,20.0,5.09,Growth Potential
2121,1516.64,11,2,0,0,1.45,11,32.69,8.0,24.69,Growth Potential
2122,1843.73,18,3,2,1,14.46,4,41.15,40.0,1.15,Growth Potential
2123,819.65,10,7,1,0,0.79,11,17.63,38.0,-20.37,Growth Potential
2124,956.98,10,2,0,0,2.21,4,20.55,8.0,12.55,Growth Potential
2125,1242.31,10,5,1,0,1.75,8,26.63,30.0,-3.37,Growth Potential
2126,1907.02,14,2,2,0,2.25,4,41.65,28.0,13.65,Growth Potential
2127,1073.02,9,2,0,1,4.54,10,22.81,16.0,6.81,Growth Potential
2128,609.26,7,4,1,1,6.79,2,12.5,34.0,-21.5,Growth Potential
2129,1720.64,11,2,0,1,1.07,6,37.04,16.0,21.04,Growth Potential
2130,839.03,6,5,1,0,1.62,9,17.19,30.0,-12.81,Growth Potential
2131,1539.97,16,1,2,0,2.75,4,34.25,24.0,10.25,Growth Potential
2132,1757.5,11,4,0,0,5.92,5,37.82,16.0,21.82,Growth Potential
2133,1640.51,17,3,1,2,5.11,6,36.61,38.0,-1.39,Growth Potential
2134,1529.11,12,3,2,1,0.62,6,33.17,40.0,-6.83,Growth Potential
2135,720.74,7,3,2,0,2.08,1,14.88,32.0,-17.12,Growth Potential
2136,2020.38,11,4,0,1,5.6,8,43.42,24.0,19.42,Growth Potential
2137,434.26,12,0,0,0,1.6,5,9.84,0.0,9.84,Growth Potential
2138,1573.19,15,3,1,1,2.41,9,34.75,30.0,4.75,Growth Potential
2139,885.82,8,2,0,0,6.25,9,18.61,8.0,10.61,Growth Potential
2140,839.29,8,4,1,1,1.91,6,17.62,34.0,-16.38,Growth Potential
2141,1802.46,13,4,2,0,5.59,1,39.21,36.0,3.21,Growth Potential
2142,1890.42,13,4,2,1,2.23,1,41.08,44.0,-2.92,Growth Potential
2143,1026.89,10,3,4,1,1.62,10,22.04,60.0,-37.96,Drainer
2144,1708.0,13,5,0,1,1.75,7,37.19,28.0,9.19,Growth Potential
2145,1073.6,13,1,0,1,2.66,4,23.68,12.0,11.68,Growth Potential
2146,1927.06,15,1,0,1,1.89,3,42.29,12.0,30.29,Growth Potential
2147,714.69,9,7,1,0,7.46,7,15.18,38.0,-22.82,Growth Potential
2148,628.44,7,3,2,0,9.74,4,12.91,32.0,-19.09,Growth Potential
2149,1028.29,8,3,0,1,0.89,2,21.65,20.0,1.65,Growth Potential
2150,1619.26,16,2,1,1,10.09,4,35.94,26.0,9.94,Growth Potential
2151,1953.53,13,1,1,0,4.68,2,42.43,14.0,28.43,Growth Potential
2152,749.0,16,1,1,0,3.77,8,17.4,14.0,3.4,Growth Potential
2153,1365.61,13,4,1,0,4.84,6,29.9,26.0,3.9,Growth Potential
2154,2096.78,20,2,0,0,0.36,7,46.97,8.0,38.97,Growth Potential
2155,1913.24,13,2,0,0,8.62,11,41.57,8.0,33.57,Growth Potential
2156,1646.08,14,2,3,0,9.91,1,36.09,38.0,-1.91,Growth Potential
2157,1080.76,9,3,1,1,2.12,8,22.98,30.0,-7.02,Growth Potential
2158,1547.36,18,4,1,2,0.49,3,34.84,42.0,-7.16,Growth Potential
2159,669.6,8,3,0,0,1.12,7,14.0,12.0,2.0,Growth Potential
2160,1586.67,12,4,0,2,4.45,8,34.4,32.0,2.4,Growth Potential
2161,1150.76,8,6,0,1,3.39,7,24.26,32.0,-7.74,Growth Potential
2162,768.06,9,4,0,0,1.28,5,16.31,16.0,0.31,Growth Potential
2163,1079.74,14,3,1,1,3.0,1,24.02,30.0,-5.98,Growth Potential
2164,1940.15,15,2,0,1,4.25,8,42.57,16.0,26.57,Growth Potential
2165,1029.25,11,2,1,1,1.0,7,22.31,26.0,-3.69,Growth Potential
2166,1666.16,10,4,1,2,4.55,8,35.66,42.0,-6.34,Growth Potential
2167,1472.22,13,3,2,1,3.46,4,32.17,40.0,-7.83,Growth Potential
2168,2187.12,18,5,0,0,5.16,4,48.47,20.0,28.47,Growth Potential
2169,1524.88,17,4,0,0,0.91,8,34.15,16.0,18.15,Growth Potential
2170,1921.62,14,6,2,0,9.51,11,41.96,44.0,-2.04,Growth Potential
2171,1076.56,8,3,2,1,0.26,6,22.67,40.0,-17.33,Growth Potential
2172,429.5,6,4,0,1,3.4,5,8.46,24.0,-15.54,Growth Potential
2173,930.16,7,3,1,0,3.79,7,19.34,22.0,-2.66,Growth Potential
2174,1286.03,15,0,0,0,4.85,4,28.63,0.0,28.63,Growth Potential
2175,683.52,7,1,1,0,4.88,2,14.09,14.0,0.09,Growth Potential
2176,747.64,8,3,1,0,3.69,9,15.67,22.0,-6.33,Growth Potential
2177,2437.34,16,4,1,0,4.73,8,53.37,26.0,27.37,Champion
2178,1718.8,14,3,1,2,1.33,11,37.64,38.0,-0.36,Growth Potential
2179,2751.45,14,4,0,0,1.29,4,59.64,16.0,43.64,Champion
2180,1590.24,13,3,1,1,6.84,9,34.69,30.0,4.69,Growth Potential
2181,1974.82,17,3,1,1,1.44,6,43.73,30.0,13.73,Growth Potential
2182,917.95,8,4,1,1,0.06,9,19.3,34.0,-14.7,Growth Potential
2183,1059.99,9,3,2,0,6.36,2,22.53,32.0,-9.47,Growth Potential
2184,1001.03,7,5,2,0,7.16,3,20.85,40.0,-19.15,Growth Potential
2185,2095.55,18,1,1,0,10.75,1,46.52,14.0,32.52,Growth Potential
2186,1474.99,13,4,0,1,1.81,9,32.23,24.0,8.23,Growth Potential
2187,1202.45,11,4,0,1,1.07,7,26.0,24.0,2.0,Growth Potential
2188,2528.85,19,4,2,0,4.31,1,55.96,36.0,19.96,Champion
2189,1122.17,9,1,2,1,2.76,9,23.86,32.0,-8.14,Growth Potential
2190,2000.3,13,1,2,0,4.01,11,43.42,24.0,19.42,Growth Potential
2191,1083.41,9,3,1,0,11.59,11,23.03,22.0,1.03,Growth Potential
2192,1344.79,13,5,0,0,8.79,4,29.46,20.0,9.46,Growth Potential
2193,1789.46,16,4,1,0,1.31,11,39.57,26.0,13.57,Growth Potential
2194,1462.03,14,3,0,1,2.44,2,32.17,20.0,12.17,Growth Potential
2195,1491.26,13,5,4,1,2.63,1,32.58,68.0,-35.42,Drainer
2196,881.16,9,1,1,0,2.03,11,18.72,14.0,4.72,Growth Potential
2197,1914.63,12,2,0,0,2.54,2,41.38,8.0,33.38,Growth Potential
2198,2980.24,21,1,1,0,1.05,7,66.01,14.0,52.01,Champion
2199,1093.51,10,3,0,0,3.02,10,23.46,12.0,11.46,Growth Potential
2200,1326.27,11,3,1,0,3.46,3,28.63,22.0,6.63,Growth Potential
2201,519.42,13,0,1,1,3.51,6,11.87,18.0,-6.13,Growth Potential
2202,1761.0,16,4,1,1,5.79,6,38.96,34.0,4.96,Growth Potential
2203,996.54,6,2,0,0,2.64,2,20.54,8.0,12.54,Growth Potential
2204,483.48,7,2,0,0,6.46,10,9.82,8.0,1.82,Growth Potential
2205,1707.8,18,1,1,1,1.25,7,38.26,22.0,16.26,Growth Potential
2206,2028.25,16,4,0,0,8.27,4,44.66,16.0,28.66,Growth Potential
2207,1300.64,14,5,0,2,2.54,3,28.73,36.0,-7.27,Growth Potential
2208,814.82,8,6,2,0,1.95,1,17.1,44.0,-26.9,Growth Potential
2209,1719.16,13,1,1,0,3.82,2,37.43,14.0,23.43,Growth Potential
2210,1435.77,10,3,1,0,2.7,2,30.75,22.0,8.75,Growth Potential
2211,2028.61,16,2,0,0,0.73,1,44.67,8.0,36.67,Growth Potential
2212,2001.3,15,7,1,0,2.77,6,43.87,38.0,5.87,Growth Potential
2213,2894.56,17,2,2,0,9.56,11,63.33,28.0,35.33,Champion
2214,1869.42,13,6,0,0,2.42,7,40.63,24.0,16.63,Growth Potential
2215,1127.09,11,4,1,0,7.3,6,24.39,26.0,-1.61,Growth Potential
2216,965.73,6,2,2,0,7.22,2,19.89,28.0,-8.11,Growth Potential
2217,1969.64,17,2,4,0,2.75,6,43.62,48.0,-4.38,Growth Potential
2218,999.96,9,6,1,0,7.18,11,21.26,34.0,-12.74,Growth Potential
2219,975.03,10,4,0,1,4.97,11,20.94,24.0,-3.06,Growth Potential
2220,1923.4,11,3,1,0,2.84,11,41.36,22.0,19.36,Growth Potential
2221,980.89,8,3,0,2,3.29,4,20.64,28.0,-7.36,Growth Potential
2222,1147.06,11,3,1,0,0.83,9,24.82,22.0,2.82,Growth Potential
2223,1545.82,14,2,2,0,3.47,10,33.95,28.0,5.95,Growth Potential
2224,1199.88,14,4,1,0,7.23,5,26.58,26.0,0.58,Growth Potential
2225,2471.12,16,6,4,1,8.87,10,54.09,72.0,-17.91,High Value - High Effort
2226,1318.11,9,2,4,0,3.31,10,28.03,48.0,-19.97,Growth Potential
2227,1934.87,13,2,0,1,8.76,1,42.03,16.0,26.03,Growth Potential
2228,1464.51,11,3,0,0,2.24,8,31.58,12.0,19.58,Growth Potential
2229,2552.44,16,1,1,0,0.77,11,55.83,14.0,41.83,Champion
2230,1346.63,11,5,1,0,4.77,6,29.07,30.0,-0.93,Growth Potential
2231,943.28,9,4,2,1,15.72,5,20.05,44.0,-23.95,Growth Potential
2232,1762.7,12,3,0,1,2.79,4,38.15,20.0,18.15,Growth Potential
2233,1936.98,15,3,0,2,0.79,4,42.5,28.0,14.5,Growth Potential
2234,2173.17,14,2,0,1,6.11,3,47.32,16.0,31.32,Growth Potential
2235,1217.58,12,10,0,2,0.55,3,26.53,56.0,-29.47,Drainer
2236,1393.3,12,4,0,0,4.06,4,30.28,16.0,14.28,Growth Potential
2237,2276.76,18,2,1,0,5.56,10,50.38,18.0,32.38,Champion
2238,2443.28,20,4,2,1,1.77,2,54.35,44.0,10.35,Champion
2239,1753.65,13,2,1,0,1.12,10,38.17,18.0,20.17,Growth Potential
2240,1138.4,7,6,4,0,1.43,2,23.78,64.0,-40.22,Drainer
2241,575.41,7,2,2,0,6.96,11,11.78,28.0,-16.22,Growth Potential
2242,1543.39,11,2,2,1,1.58,5,33.26,36.0,-2.74,Growth Potential
2243,822.61,9,3,0,0,1.81,10,17.48,12.0,5.48,Growth Potential
2244,1264.31,11,4,1,0,15.07,6,27.31,26.0,1.31,Growth Potential
2245,1611.82,14,6,0,1,4.94,3,35.36,32.0,3.36,Growth Potential
2246,1124.58,12,3,2,1,2.57,4,24.55,40.0,-15.45,Growth Potential
2247,854.33,10,4,2,1,0.65,7,18.37,44.0,-25.63,Growth Potential
2248,1171.95,8,7,3,1,3.16,1,24.71,66.0,-41.29,Drainer
2249,608.13,9,4,2,0,4.75,11,12.91,36.0,-23.09,Growth Potential
2250,1525.41,15,5,2,0,1.46,7,33.73,40.0,-6.27,Growth Potential
2251,383.44,6,1,3,0,3.96,5,7.48,34.0,-26.52,Growth Potential
2252,1201.25,11,2,2,1,2.32,1,25.97,36.0,-10.03,Growth Potential
2253,1275.33,14,2,1,1,9.94,10,28.19,26.0,2.19,Growth Potential
2254,475.76,9,3,1,0,8.95,11,10.09,22.0,-11.91,Growth Potential
2255,882.9,11,3,0,0,4.55,9,19.19,12.0,7.19,Growth Potential
2256,2925.83,21,4,1,2,4.06,8,64.85,42.0,22.85,Champion
2257,1147.08,10,1,1,0,0.64,3,24.6,14.0,10.6,Growth Potential
2258,1036.81,8,1,2,0,0.34,4,21.83,24.0,-2.17,Growth Potential
2259,1662.63,15,0,2,2,2.67,5,36.65,36.0,0.65,Growth Potential
2260,1658.36,10,2,2,1,3.05,7,35.5,36.0,-0.5,Growth Potential
2261,1731.02,11,3,1,0,2.51,5,37.26,22.0,15.26,Growth Potential
2262,1748.79,11,3,1,0,1.9,10,37.64,22.0,15.64,Growth Potential
2263,2096.78,12,5,0,1,4.07,11,45.27,28.0,17.27,Growth Potential
2264,3033.07,17,1,1,1,3.33,2,66.28,22.0,44.28,Champion
2265,2279.99,15,2,0,1,6.69,6,49.81,16.0,33.81,Growth Potential
2266,1026.01,10,3,0,0,7.89,3,22.02,12.0,10.02,Growth Potential
2267,584.1,4,4,0,2,2.52,6,11.33,32.0,-20.67,Growth Potential
2268,1380.37,12,4,0,1,4.32,5,30.0,24.0,6.0,Growth Potential
2269,2012.81,13,3,3,0,6.23,10,43.69,42.0,1.69,Growth Potential
2270,1746.56,21,6,0,1,4.83,2,39.72,32.0,7.72,Growth Potential
2271,915.56,8,6,1,0,3.34,7,19.24,34.0,-14.76,Growth Potential
2272,1655.99,12,3,2,1,6.67,10,35.87,40.0,-4.13,Growth Potential
2273,685.25,6,1,2,0,6.09,10,13.91,24.0,-10.09,Growth Potential
2274,1298.78,12,1,0,0,4.71,9,28.26,4.0,24.26,Growth Potential
2275,1723.74,12,3,2,0,3.58,3,37.32,32.0,5.32,Growth Potential
2276,1182.35,14,2,1,0,4.66,2,26.21,18.0,8.21,Growth Potential
2277,1704.19,12,4,2,0,2.93,1,36.9,36.0,0.9,Growth Potential
2278,1899.17,13,3,0,1,2.75,6,41.27,20.0,21.27,Growth Potential
2279,937.38,11,2,1,1,11.56,9,20.35,26.0,-5.65,Growth Potential
2280,665.72,7,5,2,0,7.99,5,13.71,40.0,-26.29,Growth Potential
2281,889.74,12,1,0,0,7.02,11,19.55,4.0,15.55,Growth Potential
2282,1291.89,11,2,1,0,4.21,11,27.9,18.0,9.9,Growth Potential
2283,1676.95,16,2,0,0,5.49,11,37.17,8.0,29.17,Growth Potential
2284,776.25,6,1,1,0,5.68,9,15.85,14.0,1.85,Growth Potential
2285,1895.0,17,4,1,1,1.68,10,42.03,34.0,8.03,Growth Potential
2286,2111.78,14,6,0,0,6.95,2,46.01,24.0,22.01,Growth Potential
2287,1714.62,13,3,1,1,6.2,9,37.34,30.0,7.34,Growth Potential
2288,2049.9,15,5,1,0,2.86,5,44.91,30.0,14.91,Growth Potential
2289,2074.45,13,3,0,1,4.56,5,45.0,20.0,25.0,Growth Potential
2290,1685.4,13,5,3,1,3.89,3,36.71,58.0,-21.29,Drainer
2291,865.67,11,5,1,0,4.66,1,18.82,30.0,-11.18,Growth Potential
2292,2139.81,14,4,1,0,8.48,4,46.61,26.0,20.61,Growth Potential
2293,940.78,7,3,2,0,7.17,2,19.57,32.0,-12.43,Growth Potential
2294,973.31,12,2,1,0,4.71,3,21.33,18.0,3.33,Growth Potential
2295,2184.82,16,2,0,0,4.51,10,47.99,8.0,39.99,Growth Potential
2296,1723.4,12,4,0,0,5.73,9,37.31,16.0,21.31,Growth Potential
2297,1419.72,11,2,1,0,4.33,3,30.63,18.0,12.63,Growth Potential
2298,1332.75,12,5,1,0,3.1,1,28.99,30.0,-1.01,Growth Potential
2299,803.74,9,3,0,0,0.18,5,17.07,12.0,5.07,Growth Potential
2300,1565.23,12,1,1,0,1.05,8,33.94,14.0,19.94,Growth Potential
2301,723.8,7,3,1,0,13.41,6,14.95,22.0,-7.05,Growth Potential
2302,1662.76,20,3,1,1,2.96,7,37.72,30.0,7.72,Growth Potential
2303,1225.23,8,1,1,0,2.14,7,25.84,14.0,11.84,Growth Potential
2304,761.77,10,2,2,0,3.97,7,16.39,28.0,-11.61,Growth Potential
2305,1262.14,10,1,1,2,8.03,9,27.06,30.0,-2.94,Growth Potential
2306,1513.26,12,5,1,0,4.13,6,32.83,30.0,2.83,Growth Potential
2307,1694.27,11,4,0,0,2.0,3,36.48,16.0,20.48,Growth Potential
2308,984.13,9,3,0,0,4.59,11,20.92,12.0,8.92,Growth Potential
2309,1540.84,15,7,0,0,1.82,9,34.06,28.0,6.06,Growth Potential
2310,1960.49,14,3,1,1,0.36,9,42.79,30.0,12.79,Growth Potential
2311,1752.31,11,1,1,1,7.86,6,37.71,22.0,15.71,Growth Potential
2312,1874.55,10,1,0,1,5.07,9,40.1,12.0,28.1,Growth Potential
2313,1144.95,9,6,0,0,2.22,11,24.35,24.0,0.35,Growth Potential
2314,911.68,10,4,0,0,7.55,5,19.59,16.0,3.59,Growth Potential
2315,1167.37,10,2,0,1,0.67,11,25.04,16.0,9.04,Growth Potential
2316,726.08,7,5,1,0,4.83,1,14.99,30.0,-15.01,Growth Potential
2317,1563.16,12,5,0,0,6.11,9,33.9,20.0,13.9,Growth Potential
2318,2228.57,18,3,1,0,0.42,9,49.35,22.0,27.35,Growth Potential
2319,1341.8,9,5,3,1,4.49,9,28.54,58.0,-29.46,Drainer
2320,1291.47,9,2,0,0,0.23,1,27.47,8.0,19.47,Growth Potential
2321,461.9,4,2,2,0,2.46,9,8.73,28.0,-19.27,Growth Potential
2322,2218.56,15,3,2,0,6.88,11,48.5,32.0,16.5,Growth Potential
2323,1608.61,12,6,2,2,1.1,10,34.86,60.0,-25.14,Drainer
2324,816.94,8,4,2,0,7.43,4,17.14,36.0,-18.86,Growth Potential
2325,1908.88,11,4,1,0,2.59,4,41.05,26.0,15.05,Growth Potential
2326,1442.76,12,3,1,2,2.3,1,31.33,38.0,-6.67,Growth Potential
2327,1762.6,11,5,1,1,9.61,11,37.93,38.0,-0.07,Growth Potential
2328,2008.54,13,4,1,1,1.21,5,43.6,34.0,9.6,Growth Potential
2329,1825.37,12,4,3,2,3.18,8,39.48,62.0,-22.52,Drainer
2330,1847.21,15,2,1,0,4.96,10,40.59,18.0,22.59,Growth Potential
2331,1648.36,12,3,0,2,1.03,8,35.71,28.0,7.71,Growth Potential
2332,1624.13,13,4,1,0,1.49,9,35.41,26.0,9.41,Growth Potential
2333,617.04,4,5,1,0,2.41,3,12.03,30.0,-17.97,Growth Potential
2334,1088.77,8,3,2,1,3.31,2,22.93,40.0,-17.07,Growth Potential
2335,863.18,8,3,2,1,1.54,7,18.13,40.0,-21.87,Growth Potential
2336,1319.64,9,3,2,1,6.82,8,28.07,40.0,-11.93,Growth Potential
2337,851.44,9,4,1,0,1.16,3,18.09,26.0,-7.91,Growth Potential
2338,438.83,5,2,1,1,2.98,8,8.45,26.0,-17.55,Growth Potential
2339,584.53,5,4,2,0,1.16,4,11.55,36.0,-24.45,Growth Potential
2340,659.81,12,3,2,1,12.88,11,14.65,40.0,-25.35,Growth Potential
2341,1931.03,13,1,2,1,7.14,10,41.95,32.0,9.95,Growth Potential
2342,1197.39,8,1,0,0,2.59,11,25.25,4.0,21.25,Growth Potential
2343,1228.98,13,2,1,0,3.61,5,26.99,18.0,8.99,Growth Potential
2344,1690.27,15,2,1,1,6.15,10,37.24,26.0,11.24,Growth Potential
2345,688.14,7,4,0,0,1.26,9,14.19,16.0,-1.81,Growth Potential
2346,1623.78,14,3,0,1,4.72,3,35.61,20.0,15.61,Growth Potential
2347,837.64,14,3,1,0,3.33,1,18.86,22.0,-3.14,Growth Potential
2348,929.4,9,5,1,1,0.6,9,19.75,38.0,-18.25,Growth Potential
2349,1193.66,9,6,0,0,2.13,4,25.38,24.0,1.38,Growth Potential
2350,1799.25,14,4,1,1,8.31,5,39.35,34.0,5.35,Growth Potential
2351,2342.13,18,2,2,0,1.56,9,51.77,28.0,23.77,Champion
2352,1024.81,9,3,1,0,4.38,8,21.79,22.0,-0.21,Growth Potential
2353,1665.61,11,2,2,0,4.95,8,35.87,28.0,7.87,Growth Potential
2354,2194.89,12,3,0,1,2.47,4,47.36,20.0,27.36,Growth Potential
2355,1408.88,11,2,2,1,2.26,9,30.39,36.0,-5.61,Growth Potential
2356,721.48,8,2,1,0,3.85,5,15.11,18.0,-2.89,Growth Potential
2357,1097.68,11,2,0,0,3.64,5,23.76,8.0,15.76,Growth Potential
2358,730.58,15,4,3,1,1.94,4,16.79,54.0,-37.21,Drainer
2359,799.35,8,4,1,0,5.05,3,16.77,26.0,-9.23,Growth Potential
2360,565.24,7,6,2,1,2.23,5,11.57,52.0,-40.43,Drainer
2361,1406.76,15,5,1,0,5.58,4,31.2,30.0,1.2,Growth Potential
2362,1617.27,12,4,3,0,5.6,9,35.05,46.0,-10.95,Growth Potential
2363,1076.41,11,1,0,1,2.96,9,23.31,12.0,11.31,Growth Potential
2364,1419.46,13,7,1,1,1.26,7,31.05,46.0,-14.95,Growth Potential
2365,1734.0,18,1,2,0,6.46,9,38.81,24.0,14.81,Growth Potential
2366,951.63,12,3,1,2,2.47,6,20.87,38.0,-17.13,Growth Potential
2367,1875.77,15,4,1,0,5.24,3,41.2,26.0,15.2,Growth Potential
2368,1075.94,8,2,0,1,6.19,9,22.66,16.0,6.66,Growth Potential
2369,1483.17,14,1,1,1,8.89,9,32.62,22.0,10.62,Growth Potential
2370,1007.24,12,3,3,2,1.82,9,22.05,58.0,-35.95,Drainer
2371,1614.88,10,3,3,1,13.24,3,34.57,50.0,-15.43,Drainer
